chr	start	end	hg19_loc	species	liftOver_input
JH725583	1069098	1069099	chr3:101425702-101425704	jacJac1	JH725583:1069098-1069099
JH725441	40472497	40472498	chr5:91803049-91803051	jacJac1	JH725441:40472497-40472498
JH725441	40472478	40472479	chr5:91803049-91803051	jacJac1	JH725441:40472478-40472479
JH725476	16941916	16941917	chr5:163125304-163125306	jacJac1	JH725476:16941916-16941917
JH725476	16941893	16941894	chr5:163125304-163125306	jacJac1	JH725476:16941893-16941894
scaffold_43	1811019	1811020	chr16:56139045-56139047	loxAfr3	scaffold_43:1811019-1811020
scaffold_43	1811016	1811017	chr16:56139045-56139047	loxAfr3	scaffold_43:1811016-1811017
scaffold_31	27119423	27119424	chr17:43778405-43778407	loxAfr3	scaffold_31:27119423-27119424
scaffold_31	27119438	27119439	chr17:43778405-43778407	loxAfr3	scaffold_31:27119438-27119439
scaffold_31	27140419	27140420	chr17:43802970-43802972	loxAfr3	scaffold_31:27140419-27140420
scaffold_31	27140424	27140425	chr17:43802970-43802972	loxAfr3	scaffold_31:27140424-27140425
scaffold_31	27413259	27413260	chr17:44077707-44077709	loxAfr3	scaffold_31:27413259-27413260
scaffold_31	27413693	27413694	chr17:44077707-44077709	loxAfr3	scaffold_31:27413693-27413694
scaffold_12	21414743	21414744	chr3:46143929-46143931	loxAfr3	scaffold_12:21414743-21414744
scaffold_12	21414741	21414742	chr3:46143929-46143931	loxAfr3	scaffold_12:21414741-21414742
scaffold_1	3855065	3855066	chr5:91803049-91803051	loxAfr3	scaffold_1:3855065-3855066
scaffold_1	3855082	3855083	chr5:91803049-91803051	loxAfr3	scaffold_1:3855082-3855083
scaffold_138	1637829	1637831	chr6:29798793-29798795	loxAfr3	scaffold_138:1637829-1637831
scaffold_138	1661522	1661524	chr6:29798793-29798795	loxAfr3	scaffold_138:1661522-1661524
scaffold_138	1700156	1700158	chr6:29798793-29798795	loxAfr3	scaffold_138:1700156-1700158
scaffold_138	1778144	1778146	chr6:29798793-29798795	loxAfr3	scaffold_138:1778144-1778146
scaffold_138	1886826	1886828	chr6:29798793-29798795	loxAfr3	scaffold_138:1886826-1886828
scaffold_150	151929	151931	chr6:29798793-29798795	loxAfr3	scaffold_150:151929-151931
scaffold_150	260959	260961	chr6:29798793-29798795	loxAfr3	scaffold_150:260959-260961
scaffold_232	180261	180263	chr6:29798793-29798795	loxAfr3	scaffold_232:180261-180263
scaffold_460	70141	70143	chr6:29798793-29798795	loxAfr3	scaffold_460:70141-70143
scaffold_0	53965572	53965574	chr6:109798152-109798154	loxAfr3	scaffold_0:53965572-53965574
scaffold_43	14350914	14350916	chr6:109798152-109798154	loxAfr3	scaffold_43:14350914-14350916
chr4	15444267	15444268	chr16:56139045-56139047	micOch1	chr4:15444267-15444268
chr4	15444264	15444265	chr16:56139045-56139047	micOch1	chr4:15444264-15444265
chrUn_AHZW01180247	2290	2292	chr17:34415355-34415357	micOch1	chrUn_AHZW01180247:2290-2292
chr7	15449364	15449366	chr17:34415355-34415357	micOch1	chr7:15449364-15449366
chrUn_JH996478	600874	600875	chr17:43774958-43774960	micOch1	chrUn_JH996478:600874-600875
chrUn_JH996478	600877	600878	chr17:43774958-43774960	micOch1	chrUn_JH996478:600877-600878
chrUn_JH996478	602933	602934	chr17:43778405-43778407	micOch1	chrUn_JH996478:602933-602934
chrUn_JH996478	602945	602946	chr17:43778405-43778407	micOch1	chrUn_JH996478:602945-602946
chr5	95830345	95830347	chr3:45841937-45841939	micOch1	chr5:95830345-95830347
chr5	95878332	95878334	chr3:45841937-45841939	micOch1	chr5:95878332-95878334
chr19	19744530	19744531	chr5:91803049-91803051	micOch1	chr19:19744530-19744531
chr19	19744549	19744550	chr5:91803049-91803051	micOch1	chr19:19744549-19744550
chr5	12419048	12419049	chr16:56139045-56139047	oryCun2	chr5:12419048-12419049
chr5	12419051	12419052	chr16:56139045-56139047	oryCun2	chr5:12419051-12419052
chr19	46125785	46125786	chr17:43774958-43774960	oryCun2	chr19:46125785-46125786
chr19	46125788	46125789	chr17:43774958-43774960	oryCun2	chr19:46125788-46125789
chr19	46128220	46128221	chr17:43778405-43778407	oryCun2	chr19:46128220-46128221
chr19	46128235	46128236	chr17:43778405-43778407	oryCun2	chr19:46128235-46128236
chr19	46365874	46365875	chr17:44121468-44121470	oryCun2	chr19:46365874-46365875
chr19	46365879	46365880	chr17:44121468-44121470	oryCun2	chr19:46365879-46365880
chr14	119125859	119125860	chr3:101067944-101067946	oryCun2	chr14:119125859-119125860
chr14	119125857	119125858	chr3:101067944-101067946	oryCun2	chr14:119125857-119125858
chr3	44947104	44947105	chr5:163125304-163125306	oryCun2	chr3:44947104-44947105
chr3	44947127	44947128	chr5:163125304-163125306	oryCun2	chr3:44947127-44947128
chr12	20208175	20208177	chr6:29798793-29798795	oryCun2	chr12:20208175-20208177
chr12	20245714	20245716	chr6:29798793-29798795	oryCun2	chr12:20245714-20245716
chr12	20281119	20281121	chr6:29798793-29798795	oryCun2	chr12:20281119-20281121
chr12	22404381	22404383	chr6:29798793-29798795	oryCun2	chr12:22404381-22404383
chr12	22547545	22547547	chr6:29798793-29798795	oryCun2	chr12:22547545-22547547
chrUn0001	12870116	12870117	chr9:117563686-117563688	oryCun2	chrUn0001:12870116-12870117
chrUn0001	12870113	12870114	chr9:117563686-117563688	oryCun2	chrUn0001:12870113-12870114
chr17	61039937	61039939	chr12:113348869-113348871	oviAri3	chr17:61039937-61039939
chrUn_JH922747	461	463	chr12:113348869-113348871	oviAri3	chrUn_JH922747:461-463
chr17	61048811	61048813	chr12:113361705-113361707	oviAri3	chr17:61048811-61048813
chrUn_JH922747	7957	7959	chr12:113361705-113361707	oviAri3	chrUn_JH922747:7957-7959
chr14	24009401	24009402	chr16:56139045-56139047	oviAri3	chr14:24009401-24009402
chr14	24009398	24009399	chr16:56139045-56139047	oviAri3	chr14:24009398-24009399
chr11	45130758	45130759	chr17:43774958-43774960	oviAri3	chr11:45130758-45130759
chr11	45130761	45130762	chr17:43774958-43774960	oviAri3	chr11:45130761-45130762
chr11	45135469	45135470	chr17:43778405-43778407	oviAri3	chr11:45135469-45135470
chr11	45135483	45135484	chr17:43778405-43778407	oviAri3	chr11:45135483-45135484
chr11	45159682	45159683	chr17:43802970-43802972	oviAri3	chr11:45159682-45159683
chr11	45159686	45159687	chr17:43802970-43802972	oviAri3	chr11:45159686-45159687
chr11	45210432	45210433	chr17:43848760-43848762	oviAri3	chr11:45210432-45210433
chr11	45210439	45210440	chr17:43848760-43848762	oviAri3	chr11:45210439-45210440
chrX	114055792	114055794	chr17:44077707-44077709	oviAri3	chrX:114055792-114055794
chr11	45416633	45416635	chr17:44077707-44077709	oviAri3	chr11:45416633-45416635
chr11	45434868	45434869	chr17:44102688-44102690	oviAri3	chr11:45434868-45434869
chr11	45434870	45434871	chr17:44102688-44102690	oviAri3	chr11:45434870-45434871
chr11	48383307	48383309	chr17:44351928-44351930	oviAri3	chr11:48383307-48383309
chr11	57828053	57828055	chr17:44351928-44351930	oviAri3	chr11:57828053-57828055
chr14	54450742	54450743	chr19:49303739-49303741	oviAri3	chr14:54450742-54450743
chr14	54450768	54450769	chr19:49303739-49303741	oviAri3	chr14:54450768-54450769
chr19	53124719	53124721	chr3:46248223-46248225	oviAri3	chr19:53124719-53124721
chr19	53150256	53150258	chr3:46248223-46248225	oviAri3	chr19:53150256-53150258
chr19	53110501	53110503	chr3:46255475-46255477	oviAri3	chr19:53110501-53110503
chr19	53146152	53146154	chr3:46255475-46255477	oviAri3	chr19:53146152-53146154
chr16	38081293	38081295	chr5:35967961-35967963	oviAri3	chr16:38081293-38081295
chr16	38117622	38117624	chr5:35967961-35967963	oviAri3	chr16:38117622-38117624
chr5	89301242	89301243	chr5:91803049-91803051	oviAri3	chr5:89301242-89301243
chr5	89301259	89301260	chr5:91803049-91803051	oviAri3	chr5:89301259-89301260
chr5	72704016	72704017	chr5:163125304-163125306	oviAri3	chr5:72704016-72704017
chr5	72704054	72704055	chr5:163125304-163125306	oviAri3	chr5:72704054-72704055
chr4	88192412	88192414	chr7:123517991-123517993	oviAri3	chr4:88192412-88192414
chr4	88321493	88321495	chr7:123517991-123517993	oviAri3	chr4:88321493-88321495
Anc06refChr8463	161250	161251	chr16:56139045-56139047	oviBos	Anc06refChr8463:161250-161251
Anc06refChr8463	161247	161248	chr16:56139045-56139047	oviBos	Anc06refChr8463:161247-161248
Anc06refChr19227	9854	9855	chr17:43774958-43774960	oviBos	Anc06refChr19227:9854-9855
Anc06refChr19227	9851	9852	chr17:43774958-43774960	oviBos	Anc06refChr19227:9851-9852
Anc06refChr19227	5730	5731	chr17:43778405-43778407	oviBos	Anc06refChr19227:5730-5731
Anc06refChr19227	5716	5717	chr17:43778405-43778407	oviBos	Anc06refChr19227:5716-5717
Anc06refChr19226	159772	159773	chr17:43802970-43802972	oviBos	Anc06refChr19226:159772-159773
Anc06refChr19226	159768	159769	chr17:43802970-43802972	oviBos	Anc06refChr19226:159768-159769
Anc06refChr19226	113129	113130	chr17:43848760-43848762	oviBos	Anc06refChr19226:113129-113130
Anc06refChr19226	113122	113123	chr17:43848760-43848762	oviBos	Anc06refChr19226:113122-113123
Anc06refChr19224	203315	203316	chr17:44102688-44102690	oviBos	Anc06refChr19224:203315-203316
Anc06refChr19224	203313	203314	chr17:44102688-44102690	oviBos	Anc06refChr19224:203313-203314
Anc06refChr36375	30430	30431	chr19:49303739-49303741	oviBos	Anc06refChr36375:30430-30431
Anc06refChr36375	30404	30405	chr19:49303739-49303741	oviBos	Anc06refChr36375:30404-30405
Anc06refChr12041	5036	5038	chr5:35967961-35967963	oviBos	Anc06refChr12041:5036-5038
Anc06refChr12044	10816	10818	chr5:35967961-35967963	oviBos	Anc06refChr12044:10816-10818
Anc06refChr16073	190316	190317	chr5:91803049-91803051	oviBos	Anc06refChr16073:190316-190317
Anc06refChr16073	190299	190300	chr5:91803049-91803051	oviBos	Anc06refChr16073:190299-190300
Anc06refChr16470	50904	50905	chr5:163125304-163125306	oviBos	Anc06refChr16470:50904-50905
Anc06refChr16470	50881	50882	chr5:163125304-163125306	oviBos	Anc06refChr16470:50881-50882
chr11	86830772	86830774	chr11:88596424-88596426	panTro4	chr11:86830772-86830774
chr5	126458539	126458541	chr11:88596424-88596426	panTro4	chr5:126458539-126458541
chr11	95759388	95759390	chr11:97796501-97796503	panTro4	chr11:95759388-95759390
chr11	95763817	95763819	chr11:97796501-97796503	panTro4	chr11:95763817-95763819
chr16	55167310	55167311	chr16:56139045-56139047	panTro4	chr16:55167310-55167311
chr16	55167313	55167314	chr16:56139045-56139047	panTro4	chr16:55167313-55167314
chr17	19231191	19231193	chr17:34415355-34415357	panTro4	chr17:19231191-19231193
chr17	20860838	20860840	chr17:34415355-34415357	panTro4	chr17:20860838-20860840
chr17_GL392686_random	3316	3318	chr17:34415355-34415357	panTro4	chr17_GL392686_random:3316-3318
chr17_GL392692_random	1246	1248	chr17:34415355-34415357	panTro4	chr17_GL392692_random:1246-1248
chr17	10968120	10968122	chr17:43573230-43573232	panTro4	chr17:10968120-10968122
chr17	11896315	11896317	chr17:43573230-43573232	panTro4	chr17:11896315-11896317
chr17	10430435	10430437	chr17:43684562-43684564	panTro4	chr17:10430435-10430437
chr17	11729194	11729196	chr17:43684562-43684564	panTro4	chr17:11729194-11729196
chr17	11786362	11786364	chr17:43684562-43684564	panTro4	chr17:11786362-11786364
chr17	11693245	11693247	chr17:43717414-43717416	panTro4	chr17:11693245-11693247
chr17	11695840	11695842	chr17:43717414-43717416	panTro4	chr17:11695840-11695842
chr17	11574038	11574040	chr17:43826350-43826352	panTro4	chr17:11574038-11574040
chr17	11587065	11587067	chr17:43826350-43826352	panTro4	chr17:11587065-11587067
chr17	11571693	11571695	chr17:43828697-43828699	panTro4	chr17:11571693-11571695
chr17	11584720	11584722	chr17:43828697-43828699	panTro4	chr17:11584720-11584722
chr17	11568194	11568196	chr17:43832366-43832368	panTro4	chr17:11568194-11568196
chr17	11581221	11581223	chr17:43832366-43832368	panTro4	chr17:11581221-11581223
chr17	11565592	11565594	chr17:43834969-43834971	panTro4	chr17:11565592-11565594
chr17	11578619	11578621	chr17:43834969-43834971	panTro4	chr17:11578619-11578621
chr17	11463296	11463298	chr17:43934825-43934827	panTro4	chr17:11463296-11463298
chr17_AACZ03174640_random	880	882	chr17:43934825-43934827	panTro4	chr17_AACZ03174640_random:880-882
chr1	59215225	59215227	chr17:44037078-44037080	panTro4	chr1:59215225-59215227
chr17	11361308	11361310	chr17:44037078-44037080	panTro4	chr17:11361308-11361310
chr7	65529325	65529327	chr17:44042950-44042952	panTro4	chr7:65529325-65529327
chr7	73972902	73972904	chr17:44042950-44042952	panTro4	chr7:73972902-73972904
chr17	11353763	11353765	chr17:44042950-44042952	panTro4	chr17:11353763-11353765
chr6	85652123	85652125	chr17:44096552-44096554	panTro4	chr6:85652123-85652125
chr17	11299994	11299996	chr17:44096552-44096554	panTro4	chr17:11299994-11299996
chr17	10456880	10456882	chr17:44166499-44166501	panTro4	chr17:10456880-10456882
chr17	11230146	11230148	chr17:44166499-44166501	panTro4	chr17:11230146-11230148
chr17	10451392	10451394	chr17:44171553-44171555	panTro4	chr17:10451392-10451394
chr17	11225083	11225085	chr17:44171553-44171555	panTro4	chr17:11225083-11225085
chr17	10443957	10443959	chr17:44180996-44180998	panTro4	chr17:10443957-10443959
chr17	11215911	11215913	chr17:44180996-44180998	panTro4	chr17:11215911-11215913
chr17	10438348	10438350	chr17:44283760-44283762	panTro4	chr17:10438348-10438350
chr17	11111885	11111887	chr17:44283760-44283762	panTro4	chr17:11111885-11111887
chr17	11098925	11098927	chr17:44296229-44296231	panTro4	chr17:11098925-11098927
chr17	11709849	11709851	chr17:44296229-44296231	panTro4	chr17:11709849-11709851
chr17	11766588	11766590	chr17:44296229-44296231	panTro4	chr17:11766588-11766590
chr17	11727539	11727541	chr17:44313756-44313758	panTro4	chr17:11727539-11727541
chr17	11784707	11784709	chr17:44313756-44313758	panTro4	chr17:11784707-11784709
chr17	10416686	10416688	chr17:44319365-44319367	panTro4	chr17:10416686-10416688
chr17	11073405	11073407	chr17:44319365-44319367	panTro4	chr17:11073405-11073407
chr17	11732426	11732428	chr17:44319365-44319367	panTro4	chr17:11732426-11732428
chr17	11791146	11791148	chr17:44319365-44319367	panTro4	chr17:11791146-11791148
chr17	11752595	11752597	chr17:44340252-44340254	panTro4	chr17:11752595-11752597
chr17_AACZ03174985_random	1483	1485	chr17:44340252-44340254	panTro4	chr17_AACZ03174985_random:1483-1485
chr17_GL392694_random	3585	3587	chr17:44340252-44340254	panTro4	chr17_GL392694_random:3585-3587
chr17	11756275	11756277	chr17:44343929-44343931	panTro4	chr17:11756275-11756277
chr17_AACZ03174535_random	1524	1526	chr17:44343929-44343931	panTro4	chr17_AACZ03174535_random:1524-1526
chr17_GL392694_random	7213	7215	chr17:44343929-44343931	panTro4	chr17_GL392694_random:7213-7215
chr17	11760596	11760598	chr17:44348264-44348266	panTro4	chr17:11760596-11760598
chr17_GL392694_random	11535	11537	chr17:44348264-44348266	panTro4	chr17_GL392694_random:11535-11537
chr17_GL392694_random	15212	15214	chr17:44351928-44351930	panTro4	chr17_GL392694_random:15212-15214
chr17_GL392695_random	3357	3359	chr17:44351928-44351930	panTro4	chr17_GL392695_random:3357-3359
chr17_GL392694_random	17376	17378	chr17:44354102-44354104	panTro4	chr17_GL392694_random:17376-17378
chr17_GL392695_random	5532	5534	chr17:44354102-44354104	panTro4	chr17_GL392695_random:5532-5534
chr19	10505302	10505304	chr19:10424950-10424952	panTro4	chr19:10505302-10505304
chr19	10506710	10506712	chr19:10424950-10424952	panTro4	chr19:10506710-10506712
chr3	47080390	47080392	chr3:46425959-46425961	panTro4	chr3:47080390-47080392
chr3	47082804	47082806	chr3:46425959-46425961	panTro4	chr3:47082804-47082806
chr4	60813495	60813497	chr4:69660186-69660188	panTro4	chr4:60813495-60813497
chr4	61169359	61169361	chr4:69660186-69660188	panTro4	chr4:61169359-61169361
chr6	30095640	30095642	chr6:29798793-29798795	panTro4	chr6:30095640-30095642
chr6	30190618	30190620	chr6:29798793-29798795	panTro4	chr6:30190618-30190620
chr6	30296063	30296065	chr6:29798793-29798795	panTro4	chr6:30296063-30296065
chr6_GL390372_random	9942	9944	chr6:29798793-29798795	panTro4	chr6_GL390372_random:9942-9944
chr9	132727238	132727239	chr9:136138350-136138352	panTro4	chr9:132727238-132727239
chr9	132727240	132727241	chr9:136138350-136138352	panTro4	chr9:132727240-132727241
chr1	62016939	62016941	chr1:188495309-188495311	ponAbe2	chr1:62016939-62016941
chr1_random	23775912	23775914	chr1:188495309-188495311	ponAbe2	chr1_random:23775912-23775914
chr11	84748765	84748767	chr11:88588468-88588470	ponAbe2	chr11:84748765-84748767
chr11_random	4806790	4806792	chr11:88588468-88588470	ponAbe2	chr11_random:4806790-4806792
chr11_random	4799542	4799544	chr11:88596424-88596426	ponAbe2	chr11_random:4799542-4799544
chr5	127183305	127183307	chr11:88596424-88596426	ponAbe2	chr5:127183305-127183307
chr12	114876748	114876750	chr12:113371113-113371115	ponAbe2	chr12:114876748-114876750
chr12_random	2183556	2183558	chr12:113371113-113371115	ponAbe2	chr12_random:2183556-2183558
chr12	114897921	114897922	chr12:113390678-113390680	ponAbe2	chr12:114897921-114897922
chr12_random	5826675	5826676	chr12:113390678-113390680	ponAbe2	chr12_random:5826675-5826676
chr12	114897923	114897924	chr12:113390678-113390680	ponAbe2	chr12:114897923-114897924
chr12_random	5826677	5826678	chr12:113390678-113390680	ponAbe2	chr12_random:5826677-5826678
chr12	114919180	114919182	chr12:113408207-113408209	ponAbe2	chr12:114919180-114919182
chr12_random	3608629	3608631	chr12:113408207-113408209	ponAbe2	chr12_random:3608629-3608631
chr13	89785578	89785580	chr13:88733018-88733020	ponAbe2	chr13:89785578-89785580
chr13_random	9918617	9918619	chr13:88733018-88733020	ponAbe2	chr13_random:9918617-9918619
chr15	22598237	22598239	chr15:26563159-26563161	ponAbe2	chr15:22598237-22598239
chr15_random	6206803	6206805	chr15:26563159-26563161	ponAbe2	chr15_random:6206803-6206805
chr16_random	4382684	4382686	chr16:3215556-3215558	ponAbe2	chr16_random:4382684-4382686
chr16_random	4724024	4724026	chr16:3215556-3215558	ponAbe2	chr16_random:4724024-4724026
chr16	43340517	43340518	chr16:56139045-56139047	ponAbe2	chr16:43340517-43340518
chr16	43340520	43340521	chr16:56139045-56139047	ponAbe2	chr16:43340520-43340521
chr17	30873470	30873472	chr17:34415355-34415357	ponAbe2	chr17:30873470-30873472
chr17_random	17278573	17278575	chr17:34415355-34415357	ponAbe2	chr17_random:17278573-17278575
chr17	43798968	43798970	chr17:43684562-43684564	ponAbe2	chr17:43798968-43798970
chr17_random	14991968	14991970	chr17:43684562-43684564	ponAbe2	chr17_random:14991968-14991970
chr17	43285364	43285366	chr17:43814426-43814428	ponAbe2	chr17:43285364-43285366
chr17	43287113	43287115	chr17:43814426-43814428	ponAbe2	chr17:43287113-43287115
chr17	43304993	43304995	chr17:43832366-43832368	ponAbe2	chr17:43304993-43304995
chr17_random	6176249	6176251	chr17:43832366-43832368	ponAbe2	chr17_random:6176249-6176251
chr17	43325059	43325061	chr17:43850965-43850967	ponAbe2	chr17:43325059-43325061
chr17_random	2809668	2809670	chr17:43850965-43850967	ponAbe2	chr17_random:2809668-2809670
chr17	43423350	43423352	chr17:43949007-43949009	ponAbe2	chr17:43423350-43423352
chr17_random	14601405	14601407	chr17:43949007-43949009	ponAbe2	chr17_random:14601405-14601407
chr17	43440228	43440230	chr17:43965594-43965596	ponAbe2	chr17:43440228-43440230
chr17	43441817	43441819	chr17:43965594-43965596	ponAbe2	chr17:43441817-43441819
