chr	start	end	species_loc	score	strand	species	hg19_loc	hg19_loc_original
chr6_dbb_hap3	1270973	1270975	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:1270973-1270975	chr6:29798793-29798795
chr6_dbb_hap3	1524299	1524301	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:1524299-1524301	chr6:29798793-29798795
chr6_dbb_hap3	1754431	1754433	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:1754431-1754433	chr6:29798793-29798795
chr6_dbb_hap3	2532238	2532240	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:2532238-2532240	chr6:29798793-29798795
chr6	109798152	109798154	scaffold_0:53965572-53965574	0	.	loxAfr3	chr6:109798152-109798154	chr6:109798152-109798154
chr6	109798152	109798154	scaffold_43:14350914-14350916	0	.	loxAfr3	chr6:109798152-109798154	chr6:109798152-109798154
chr6	106110739	106110740	scaffold_2:57725018-57725019	0	.	loxAfr3	chr6:106110739-106110740	chr12:68098227-68098229
chr12	68098227	68098228	scaffold_2:57725018-57725019	0	.	loxAfr3	chr12:68098227-68098228	chr12:68098227-68098229
chr6	106110738	106110739	scaffold_2:57725021-57725022	0	.	loxAfr3	chr6:106110738-106110739	chr12:68098227-68098229
chr12	68098228	68098229	scaffold_2:57725021-57725022	0	.	loxAfr3	chr12:68098228-68098229	chr12:68098227-68098229
chr5	102813536	102813538	scaffold_1:16291504-16291506	0	.	loxAfr3	chr5:102813536-102813538	chr17:43713924-43713926
chr17	43713924	43713926	scaffold_1:16291504-16291506	0	.	loxAfr3	chr17:43713924-43713926	chr17:43713924-43713926
chr17_ctg5_hap1	1153355	1153357	scaffold_1:16291504-16291506	0	.	loxAfr3	chr17_ctg5_hap1:1153355-1153357	chr17:43713924-43713926
chr5	102813536	102813538	scaffold_31:27036544-27036546	0	.	loxAfr3	chr5:102813536-102813538	chr17:43713924-43713926
chr17	43713924	43713926	scaffold_31:27036544-27036546	0	.	loxAfr3	chr17:43713924-43713926	chr17:43713924-43713926
chr17_ctg5_hap1	1153355	1153357	scaffold_31:27036544-27036546	0	.	loxAfr3	chr17_ctg5_hap1:1153355-1153357	chr17:43713924-43713926
chr17	43803787	43803789	scaffold_6:65187643-65187645	0	.	loxAfr3	chr17:43803787-43803789	chr17:43803787-43803789
chr17_ctg5_hap1	1063632	1063634	scaffold_6:65187643-65187645	0	.	loxAfr3	chr17_ctg5_hap1:1063632-1063634	chr17:43803787-43803789
chr17	43803787	43803789	scaffold_31:27141345-27141347	0	.	loxAfr3	chr17:43803787-43803789	chr17:43803787-43803789
chr17_ctg5_hap1	1063632	1063634	scaffold_31:27141345-27141347	0	.	loxAfr3	chr17_ctg5_hap1:1063632-1063634	chr17:43803787-43803789
chr17	43894509	43894510	scaffold_31:27234212-27234213	0	.	loxAfr3	chr17:43894509-43894510	chr17:43894509-43894511
chr17_ctg5_hap1	973031	973032	scaffold_31:27234212-27234213	0	.	loxAfr3	chr17_ctg5_hap1:973031-973032	chr17:43894509-43894511
chr17	43894510	43894511	scaffold_31:27234214-27234215	0	.	loxAfr3	chr17:43894510-43894511	chr17:43894509-43894511
chr17_ctg5_hap1	973030	973031	scaffold_31:27234214-27234215	0	.	loxAfr3	chr17_ctg5_hap1:973030-973031	chr17:43894509-43894511
chr17	44049328	44049329	scaffold_31:27383091-27383092	0	.	loxAfr3	chr17:44049328-44049329	chr17:44049328-44049330
chr17_ctg5_hap1	818480	818481	scaffold_31:27383091-27383092	0	.	loxAfr3	chr17_ctg5_hap1:818480-818481	chr17:44049328-44049330
chr17	44049329	44049330	scaffold_31:27383093-27383094	0	.	loxAfr3	chr17:44049329-44049330	chr17:44049328-44049330
chr17_ctg5_hap1	818479	818480	scaffold_31:27383093-27383094	0	.	loxAfr3	chr17_ctg5_hap1:818479-818480	chr17:44049328-44049330
chr2	49810570	49810571	scaffold_52:12332882-12332883	0	.	loxAfr3	chr2:49810570-49810571	chr2:49810570-49810572
chr2	49810571	49810572	scaffold_52:12332872-12332873	0	.	loxAfr3	chr2:49810571-49810572	chr2:49810570-49810572
chr2	126502040	126502041	scaffold_46:9796643-9796644	0	.	loxAfr3	chr2:126502040-126502041	chr2:126502040-126502042
chr2	126502041	126502042	scaffold_46:9796584-9796585	0	.	loxAfr3	chr2:126502041-126502042	chr2:126502040-126502042
chr21	34620206	34620207	scaffold_13:22745868-22745869	0	.	loxAfr3	chr21:34620206-34620207	chr21:34620206-34620208
chr21	34620207	34620208	scaffold_13:22745863-22745864	0	.	loxAfr3	chr21:34620207-34620208	chr21:34620206-34620208
chr3	46486291	46486293	scaffold_12:21072438-21072440	0	.	loxAfr3	chr3:46486291-46486293	chr3:46486291-46486293
chr3	46486291	46486293	scaffold_12:21104800-21104802	0	.	loxAfr3	chr3:46486291-46486293	chr3:46486291-46486293
chr5	13939829	13939830	scaffold_7:15739738-15739739	0	.	loxAfr3	chr5:13939829-13939830	chr5:13939829-13939831
chr5	13939830	13939831	scaffold_7:15739741-15739742	0	.	loxAfr3	chr5:13939830-13939831	chr5:13939829-13939831
chr6	165593737	165593738	scaffold_69:8214925-8214926	0	.	loxAfr3	chr6:165593737-165593738	chr6:165593737-165593739
chr6	165593738	165593739	scaffold_69:8214927-8214928	0	.	loxAfr3	chr6:165593738-165593739	chr6:165593737-165593739
chr7	50360662	50360663	scaffold_5:6507817-6507818	0	.	loxAfr3	chr7:50360662-50360663	chr7:50360662-50360664
chr7	50360663	50360664	scaffold_5:6507822-6507823	0	.	loxAfr3	chr7:50360663-50360664	chr7:50360662-50360664
chr17	43754575	43754576	scaffold_31:27094888-27094889	0	.	loxAfr3	chr17:43754575-43754576	chr17:43754575-43754577
chr17_ctg5_hap1	1112732	1112733	scaffold_31:27094888-27094889	0	.	loxAfr3	chr17_ctg5_hap1:1112732-1112733	chr17:43754575-43754577
chr17	43754576	43754577	scaffold_31:27094890-27094891	0	.	loxAfr3	chr17:43754576-43754577	chr17:43754575-43754577
chr17_ctg5_hap1	1112731	1112732	scaffold_31:27094890-27094891	0	.	loxAfr3	chr17_ctg5_hap1:1112731-1112732	chr17:43754575-43754577
chr17	43859639	43859640	scaffold_31:27196307-27196308	0	.	loxAfr3	chr17:43859639-43859640	chr17:43859639-43859641
chr17_ctg5_hap1	1007891	1007892	scaffold_31:27196307-27196308	0	.	loxAfr3	chr17_ctg5_hap1:1007891-1007892	chr17:43859639-43859641
chr17	43859640	43859641	scaffold_31:27196309-27196310	0	.	loxAfr3	chr17:43859640-43859641	chr17:43859639-43859641
chr17_ctg5_hap1	1007890	1007891	scaffold_31:27196309-27196310	0	.	loxAfr3	chr17_ctg5_hap1:1007890-1007891	chr17:43859639-43859641
chr17	43923265	43923267	scaffold_31:27268534-27268536	0	.	loxAfr3	chr17:43923265-43923267	chr17:43923265-43923267
chr19	2341597	2341599	scaffold_31:27268534-27268536	0	.	loxAfr3	chr19:2341597-2341599	chr17:43923265-43923267
chr17_ctg5_hap1	944272	944274	scaffold_31:27268534-27268536	0	.	loxAfr3	chr17_ctg5_hap1:944272-944274	chr17:43923265-43923267
chr17	43923265	43923267	scaffold_132:570275-570277	0	.	loxAfr3	chr17:43923265-43923267	chr17:43923265-43923267
chr19	2341597	2341599	scaffold_132:570275-570277	0	.	loxAfr3	chr19:2341597-2341599	chr17:43923265-43923267
chr17_ctg5_hap1	944272	944274	scaffold_132:570275-570277	0	.	loxAfr3	chr17_ctg5_hap1:944272-944274	chr17:43923265-43923267
chr17	43971456	43971458	scaffold_31:27306163-27306165	0	.	loxAfr3	chr17:43971456-43971458	chr17:43971456-43971458
chr17_ctg5_hap1	896119	896121	scaffold_31:27306163-27306165	0	.	loxAfr3	chr17_ctg5_hap1:896119-896121	chr17:43971456-43971458
chr17	43971456	43971458	scaffold_69:11490848-11490850	0	.	loxAfr3	chr17:43971456-43971458	chr17:43971456-43971458
chr17_ctg5_hap1	896119	896121	scaffold_69:11490848-11490850	0	.	loxAfr3	chr17_ctg5_hap1:896119-896121	chr17:43971456-43971458
chr1	12028500	12028502	scaffold_7:74406195-74406197	0	.	loxAfr3	chr1:12028500-12028502	chr17:44230646-44230648
chr5	71515505	71515507	scaffold_7:74406195-74406197	0	.	loxAfr3	chr5:71515505-71515507	chr17:44230646-44230648
chr17	44230646	44230648	scaffold_7:74406195-74406197	0	.	loxAfr3	chr17:44230646-44230648	chr17:44230646-44230648
chr17_ctg5_hap1	635706	635708	scaffold_7:74406195-74406197	0	.	loxAfr3	chr17_ctg5_hap1:635706-635708	chr17:44230646-44230648
chr17_ctg5_hap1	1364261	1364263	scaffold_7:74406195-74406197	0	.	loxAfr3	chr17_ctg5_hap1:1364261-1364263	chr17:44230646-44230648
chr1	12028500	12028502	scaffold_31:27555854-27555856	0	.	loxAfr3	chr1:12028500-12028502	chr17:44230646-44230648
chr5	71515505	71515507	scaffold_31:27555854-27555856	0	.	loxAfr3	chr5:71515505-71515507	chr17:44230646-44230648
chr17	44230646	44230648	scaffold_31:27555854-27555856	0	.	loxAfr3	chr17:44230646-44230648	chr17:44230646-44230648
chr17_ctg5_hap1	635706	635708	scaffold_31:27555854-27555856	0	.	loxAfr3	chr17_ctg5_hap1:635706-635708	chr17:44230646-44230648
chr17_ctg5_hap1	1364261	1364263	scaffold_31:27555854-27555856	0	.	loxAfr3	chr17_ctg5_hap1:1364261-1364263	chr17:44230646-44230648
chr17	44344455	44344457	scaffold_5:34423133-34423135	0	.	loxAfr3	chr17:44344455-44344457	chr17:44344455-44344457
chr17	65989600	65989602	scaffold_5:34423133-34423135	0	.	loxAfr3	chr17:65989600-65989602	chr17:44344455-44344457
chr17_ctg5_hap1	521534	521536	scaffold_5:34423133-34423135	0	.	loxAfr3	chr17_ctg5_hap1:521534-521536	chr17:44344455-44344457
chr17_ctg5_hap1	1211501	1211503	scaffold_5:34423133-34423135	0	.	loxAfr3	chr17_ctg5_hap1:1211501-1211503	chr17:44344455-44344457
chr17	44344455	44344457	scaffold_49:16899631-16899633	0	.	loxAfr3	chr17:44344455-44344457	chr17:44344455-44344457
chr17	65989600	65989602	scaffold_49:16899631-16899633	0	.	loxAfr3	chr17:65989600-65989602	chr17:44344455-44344457
chr17_ctg5_hap1	521534	521536	scaffold_49:16899631-16899633	0	.	loxAfr3	chr17_ctg5_hap1:521534-521536	chr17:44344455-44344457
chr17_ctg5_hap1	1211501	1211503	scaffold_49:16899631-16899633	0	.	loxAfr3	chr17_ctg5_hap1:1211501-1211503	chr17:44344455-44344457
chr1	66713145	66713147	scaffold_7:61899068-61899070	0	.	loxAfr3	chr1:66713145-66713147	chr19:10556896-10556898
chr5	58511789	58511791	scaffold_7:61899068-61899070	0	.	loxAfr3	chr5:58511789-58511791	chr19:10556896-10556898
chr19	10556896	10556898	scaffold_7:61899068-61899070	0	.	loxAfr3	chr19:10556896-10556898	chr19:10556896-10556898
chr19	18333128	18333130	scaffold_7:61899068-61899070	0	.	loxAfr3	chr19:18333128-18333130	chr19:10556896-10556898
chr1	66713145	66713147	scaffold_17:27796615-27796617	0	.	loxAfr3	chr1:66713145-66713147	chr19:10556896-10556898
chr5	58511789	58511791	scaffold_17:27796615-27796617	0	.	loxAfr3	chr5:58511789-58511791	chr19:10556896-10556898
chr19	10556896	10556898	scaffold_17:27796615-27796617	0	.	loxAfr3	chr19:10556896-10556898	chr19:10556896-10556898
chr19	18333128	18333130	scaffold_17:27796615-27796617	0	.	loxAfr3	chr19:18333128-18333130	chr19:10556896-10556898
chr1	66713145	66713147	scaffold_26:23841048-23841050	0	.	loxAfr3	chr1:66713145-66713147	chr19:10556896-10556898
chr5	58511789	58511791	scaffold_26:23841048-23841050	0	.	loxAfr3	chr5:58511789-58511791	chr19:10556896-10556898
chr19	10556896	10556898	scaffold_26:23841048-23841050	0	.	loxAfr3	chr19:10556896-10556898	chr19:10556896-10556898
chr19	18333128	18333130	scaffold_26:23841048-23841050	0	.	loxAfr3	chr19:18333128-18333130	chr19:10556896-10556898
chr19	49326463	49326464	scaffold_4:8987281-8987282	0	.	loxAfr3	chr19:49326463-49326464	chr19:49326463-49326465
chr19	49326464	49326465	scaffold_4:8986844-8986845	0	.	loxAfr3	chr19:49326464-49326465	chr19:49326463-49326465
chr3	46487736	46487738	scaffold_12:21070772-21070774	0	.	loxAfr3	chr3:46487736-46487738	chr3:46487736-46487738
chr3	133382414	133382416	scaffold_12:21070772-21070774	0	.	loxAfr3	chr3:133382414-133382416	chr3:46487736-46487738
chr3	133424786	133424788	scaffold_12:21070772-21070774	0	.	loxAfr3	chr3:133424786-133424788	chr3:46487736-46487738
chr3	46487736	46487738	scaffold_12:21103157-21103159	0	.	loxAfr3	chr3:46487736-46487738	chr3:46487736-46487738
chr3	133382414	133382416	scaffold_12:21103157-21103159	0	.	loxAfr3	chr3:133382414-133382416	chr3:46487736-46487738
chr3	133424786	133424788	scaffold_12:21103157-21103159	0	.	loxAfr3	chr3:133424786-133424788	chr3:46487736-46487738
chr3	46487736	46487738	scaffold_76:8501762-8501764	0	.	loxAfr3	chr3:46487736-46487738	chr3:46487736-46487738
chr3	133382414	133382416	scaffold_76:8501762-8501764	0	.	loxAfr3	chr3:133382414-133382416	chr3:46487736-46487738
chr3	133424786	133424788	scaffold_76:8501762-8501764	0	.	loxAfr3	chr3:133424786-133424788	chr3:46487736-46487738
chr3	46487736	46487738	scaffold_76:8562138-8562140	0	.	loxAfr3	chr3:46487736-46487738	chr3:46487736-46487738
chr3	133382414	133382416	scaffold_76:8562138-8562140	0	.	loxAfr3	chr3:133382414-133382416	chr3:46487736-46487738
chr3	133424786	133424788	scaffold_76:8562138-8562140	0	.	loxAfr3	chr3:133424786-133424788	chr3:46487736-46487738
chr5	17201707	17201709	scaffold_7:19556318-19556320	0	.	loxAfr3	chr5:17201707-17201709	chr5:17201707-17201709
chr5	17201707	17201709	scaffold_141:294630-294632	0	.	loxAfr3	chr5:17201707-17201709	chr5:17201707-17201709
chr9	136132907	136132908	scaffold_88:522238-522239	0	.	loxAfr3	chr9:136132907-136132908	chr9:136132907-136132909
chr9	136132908	136132909	scaffold_88:522236-522237	0	.	loxAfr3	chr9:136132908-136132909	chr9:136132907-136132909
chr17	43897448	43897449	scaffold_31:27237392-27237393	0	.	loxAfr3	chr17:43897448-43897449	chr17:43897448-43897450
chr17_ctg5_hap1	970096	970097	scaffold_31:27237392-27237393	0	.	loxAfr3	chr17_ctg5_hap1:970096-970097	chr17:43897448-43897450
chr17	43897449	43897450	scaffold_31:27237394-27237395	0	.	loxAfr3	chr17:43897449-43897450	chr17:43897448-43897450
chr17_ctg5_hap1	970095	970096	scaffold_31:27237394-27237395	0	.	loxAfr3	chr17_ctg5_hap1:970095-970096	chr17:43897448-43897450
chr17	43911524	43911525	scaffold_31:27250658-27250659	0	.	loxAfr3	chr17:43911524-43911525	chr17:43911524-43911526
chr17_ctg5_hap1	955984	955985	scaffold_31:27250658-27250659	0	.	loxAfr3	chr17_ctg5_hap1:955984-955985	chr17:43911524-43911526
chr17	43911525	43911526	scaffold_31:27250662-27250663	0	.	loxAfr3	chr17:43911525-43911526	chr17:43911524-43911526
chr17_ctg5_hap1	955983	955984	scaffold_31:27250662-27250663	0	.	loxAfr3	chr17_ctg5_hap1:955983-955984	chr17:43911524-43911526
chr17	43923653	43923655	scaffold_31:27268922-27268924	0	.	loxAfr3	chr17:43923653-43923655	chr17:43923653-43923655
chr19	2345274	2345276	scaffold_31:27268922-27268924	0	.	loxAfr3	chr19:2345274-2345276	chr17:43923653-43923655
chr17_ctg5_hap1	943884	943886	scaffold_31:27268922-27268924	0	.	loxAfr3	chr17_ctg5_hap1:943884-943886	chr17:43923653-43923655
chr17	43923653	43923655	scaffold_132:568472-568474	0	.	loxAfr3	chr17:43923653-43923655	chr17:43923653-43923655
chr19	2345274	2345276	scaffold_132:568472-568474	0	.	loxAfr3	chr19:2345274-2345276	chr17:43923653-43923655
chr17_ctg5_hap1	943884	943886	scaffold_132:568472-568474	0	.	loxAfr3	chr17_ctg5_hap1:943884-943886	chr17:43923653-43923655
chr17	44344809	44344811	scaffold_5:34423311-34423313	0	.	loxAfr3	chr17:44344809-44344811	chr17:44344809-44344811
chr17	65989232	65989234	scaffold_5:34423311-34423313	0	.	loxAfr3	chr17:65989232-65989234	chr17:44344809-44344811
chr17_ctg5_hap1	521180	521182	scaffold_5:34423311-34423313	0	.	loxAfr3	chr17_ctg5_hap1:521180-521182	chr17:44344809-44344811
chr17_ctg5_hap1	1211843	1211845	scaffold_5:34423311-34423313	0	.	loxAfr3	chr17_ctg5_hap1:1211843-1211845	chr17:44344809-44344811
chr17	44344809	44344811	scaffold_49:16899191-16899193	0	.	loxAfr3	chr17:44344809-44344811	chr17:44344809-44344811
chr17	65989232	65989234	scaffold_49:16899191-16899193	0	.	loxAfr3	chr17:65989232-65989234	chr17:44344809-44344811
chr17_ctg5_hap1	521180	521182	scaffold_49:16899191-16899193	0	.	loxAfr3	chr17_ctg5_hap1:521180-521182	chr17:44344809-44344811
chr17_ctg5_hap1	1211843	1211845	scaffold_49:16899191-16899193	0	.	loxAfr3	chr17_ctg5_hap1:1211843-1211845	chr17:44344809-44344811
chr3	46488246	46488247	scaffold_12:21069818-21069819	0	.	loxAfr3	chr3:46488246-46488247	chr3:46488245-46488247
chr3	46488246	46488247	scaffold_12:21102220-21102221	0	.	loxAfr3	chr3:46488246-46488247	chr3:46488245-46488247
chr3	101528480	101528481	scaffold_66:4010777-4010778	0	.	loxAfr3	chr3:101528480-101528481	chr3:101528480-101528482
chr3	101528481	101528482	scaffold_66:4010782-4010783	0	.	loxAfr3	chr3:101528481-101528482	chr3:101528480-101528482
chr7	99621578	99621579	scaffold_152:767602-767603	0	.	loxAfr3	chr7:99621578-99621579	chr7:99621578-99621580
chr7	99655049	99655050	scaffold_152:767602-767603	0	.	loxAfr3	chr7:99655049-99655050	chr7:99621578-99621580
chr7	99621579	99621580	scaffold_152:791559-791560	0	.	loxAfr3	chr7:99621579-99621580	chr7:99621578-99621580
chr17	43904396	43904398	scaffold_31:27242088-27242090	0	.	loxAfr3	chr17:43904396-43904398	chr17:43904396-43904398
chr17_ctg5_hap1	963148	963150	scaffold_31:27242088-27242090	0	.	loxAfr3	chr17_ctg5_hap1:963148-963150	chr17:43904396-43904398
chr17	43904396	43904398	scaffold_32:213211-213213	0	.	loxAfr3	chr17:43904396-43904398	chr17:43904396-43904398
chr17_ctg5_hap1	963148	963150	scaffold_32:213211-213213	0	.	loxAfr3	chr17_ctg5_hap1:963148-963150	chr17:43904396-43904398
chr17	43915311	43915312	scaffold_31:27253740-27253741	0	.	loxAfr3	chr17:43915311-43915312	chr17:43915311-43915313
chr17_ctg5_hap1	952211	952212	scaffold_31:27253740-27253741	0	.	loxAfr3	chr17_ctg5_hap1:952211-952212	chr17:43915311-43915313
chr17	43915312	43915313	scaffold_31:27253750-27253751	0	.	loxAfr3	chr17:43915312-43915313	chr17:43915311-43915313
chr17_ctg5_hap1	952210	952211	scaffold_31:27253750-27253751	0	.	loxAfr3	chr17_ctg5_hap1:952210-952211	chr17:43915311-43915313
chr17	43923682	43923684	scaffold_31:27268951-27268953	0	.	loxAfr3	chr17:43923682-43923684	chr17:43923682-43923684
chr19	2345303	2345305	scaffold_31:27268951-27268953	0	.	loxAfr3	chr19:2345303-2345305	chr17:43923682-43923684
chr17_ctg5_hap1	943855	943857	scaffold_31:27268951-27268953	0	.	loxAfr3	chr17_ctg5_hap1:943855-943857	chr17:43923682-43923684
chr17	43923682	43923684	scaffold_132:568443-568445	0	.	loxAfr3	chr17:43923682-43923684	chr17:43923682-43923684
chr19	2345303	2345305	scaffold_132:568443-568445	0	.	loxAfr3	chr19:2345303-2345305	chr17:43923682-43923684
chr17_ctg5_hap1	943855	943857	scaffold_132:568443-568445	0	.	loxAfr3	chr17_ctg5_hap1:943855-943857	chr17:43923682-43923684
chr17	43926991	43926992	scaffold_31:27272690-27272691	0	.	loxAfr3	chr17:43926991-43926992	chr17:43926991-43926993
chr17_ctg5_hap1	940551	940552	scaffold_31:27272690-27272691	0	.	loxAfr3	chr17_ctg5_hap1:940551-940552	chr17:43926991-43926993
chr17	43926992	43926993	scaffold_31:27272693-27272694	0	.	loxAfr3	chr17:43926992-43926993	chr17:43926991-43926993
chr17_ctg5_hap1	940550	940551	scaffold_31:27272693-27272694	0	.	loxAfr3	chr17_ctg5_hap1:940550-940551	chr17:43926991-43926993
chr17	44054595	44054596	scaffold_31:27388995-27388996	0	.	loxAfr3	chr17:44054595-44054596	chr17:44054595-44054597
chr17_ctg5_hap1	813211	813212	scaffold_31:27388995-27388996	0	.	loxAfr3	chr17_ctg5_hap1:813211-813212	chr17:44054595-44054597
chr17	44054596	44054597	scaffold_31:27389049-27389050	0	.	loxAfr3	chr17:44054596-44054597	chr17:44054595-44054597
chr17_ctg5_hap1	813210	813211	scaffold_31:27389049-27389050	0	.	loxAfr3	chr17_ctg5_hap1:813210-813211	chr17:44054595-44054597
chr17	71768273	71768274	scaffold_49:8779276-8779277	0	.	loxAfr3	chr17:71768273-71768274	chr17:71768273-71768275
chr17	71768274	71768275	scaffold_49:8779269-8779270	0	.	loxAfr3	chr17:71768274-71768275	chr17:71768273-71768275
chr18	32781695	32781697	scaffold_4:65125214-65125216	0	.	loxAfr3	chr18:32781695-32781697	chr18:32781695-32781697
chr18	32781695	32781697	scaffold_4:65205832-65205834	0	.	loxAfr3	chr18:32781695-32781697	chr18:32781695-32781697
chr2	103816492	103816493	scaffold_27:5469148-5469149	0	.	loxAfr3	chr2:103816492-103816493	chr2:103816492-103816494
chr2	103816493	103816494	scaffold_27:5469150-5469151	0	.	loxAfr3	chr2:103816493-103816494	chr2:103816492-103816494
chr3	45994204	45994205	scaffold_12:21544079-21544080	0	.	loxAfr3	chr3:45994204-45994205	chr3:45994204-45994206
chr3	45994205	45994206	scaffold_12:21544077-21544078	0	.	loxAfr3	chr3:45994205-45994206	chr3:45994204-45994206
chr1	111390589	111390591	scaffold_6:91464388-91464390	0	.	loxAfr3	chr1:111390589-111390591	chr3:46065762-46065764
chr2	233208717	233208719	scaffold_6:91464388-91464390	0	.	loxAfr3	chr2:233208717-233208719	chr3:46065762-46065764
chr3	46065762	46065764	scaffold_6:91464388-91464390	0	.	loxAfr3	chr3:46065762-46065764	chr3:46065762-46065764
chr8	108996293	108996295	scaffold_6:91464388-91464390	0	.	loxAfr3	chr8:108996293-108996295	chr3:46065762-46065764
chr9	7809036	7809038	scaffold_6:91464388-91464390	0	.	loxAfr3	chr9:7809036-7809038	chr3:46065762-46065764
chr10	5818923	5818925	scaffold_6:91464388-91464390	0	.	loxAfr3	chr10:5818923-5818925	chr3:46065762-46065764
chr10	64914078	64914080	scaffold_6:91464388-91464390	0	.	loxAfr3	chr10:64914078-64914080	chr3:46065762-46065764
chr18	33422678	33422680	scaffold_6:91464388-91464390	0	.	loxAfr3	chr18:33422678-33422680	chr3:46065762-46065764
chr1	111390589	111390591	scaffold_10:44777513-44777515	0	.	loxAfr3	chr1:111390589-111390591	chr3:46065762-46065764
chr2	233208717	233208719	scaffold_10:44777513-44777515	0	.	loxAfr3	chr2:233208717-233208719	chr3:46065762-46065764
chr3	46065762	46065764	scaffold_10:44777513-44777515	0	.	loxAfr3	chr3:46065762-46065764	chr3:46065762-46065764
chr8	108996293	108996295	scaffold_10:44777513-44777515	0	.	loxAfr3	chr8:108996293-108996295	chr3:46065762-46065764
chr9	7809036	7809038	scaffold_10:44777513-44777515	0	.	loxAfr3	chr9:7809036-7809038	chr3:46065762-46065764
chr10	5818923	5818925	scaffold_10:44777513-44777515	0	.	loxAfr3	chr10:5818923-5818925	chr3:46065762-46065764
chr10	64914078	64914080	scaffold_10:44777513-44777515	0	.	loxAfr3	chr10:64914078-64914080	chr3:46065762-46065764
chr18	33422678	33422680	scaffold_10:44777513-44777515	0	.	loxAfr3	chr18:33422678-33422680	chr3:46065762-46065764
chr1	111390589	111390591	scaffold_35:21962494-21962496	0	.	loxAfr3	chr1:111390589-111390591	chr3:46065762-46065764
chr2	233208717	233208719	scaffold_35:21962494-21962496	0	.	loxAfr3	chr2:233208717-233208719	chr3:46065762-46065764
chr3	46065762	46065764	scaffold_35:21962494-21962496	0	.	loxAfr3	chr3:46065762-46065764	chr3:46065762-46065764
chr8	108996293	108996295	scaffold_35:21962494-21962496	0	.	loxAfr3	chr8:108996293-108996295	chr3:46065762-46065764
chr9	7809036	7809038	scaffold_35:21962494-21962496	0	.	loxAfr3	chr9:7809036-7809038	chr3:46065762-46065764
chr10	5818923	5818925	scaffold_35:21962494-21962496	0	.	loxAfr3	chr10:5818923-5818925	chr3:46065762-46065764
chr10	64914078	64914080	scaffold_35:21962494-21962496	0	.	loxAfr3	chr10:64914078-64914080	chr3:46065762-46065764
chr18	33422678	33422680	scaffold_35:21962494-21962496	0	.	loxAfr3	chr18:33422678-33422680	chr3:46065762-46065764
